"Reaction KEGG ID","Reactants","Products","Reversability","EC list","Occurences","Names"
"R07107","C07490|C00005|C00007|C00080","C11150|C00006|C00001","1","1.14.13.-","1","Trichloroethanol, NADPH:oxygen oxidoreductase (RH-hydroxylating or -epoxidizing)"
"R07108","C14771|C00001","C14775","1","3.3.2.10","2","14,15-EET hydrolase"
"R07109","C14770|C00001","C14774","1","3.3.2.10","2","11,12-EET hydrolase"
"R07110","C14769|C00001","C14773","1","3.3.2.10","2","8,9-EET hydrolase"
"R07111","C14768|C00001","C14772","1","3.3.2.10","2","5,6-EET hydrolase"
"R07112","C11088|C00005|C00007|C00080","C14870|C00006|C00001|C13645","1","1.14.13.-","1","1,2-dibromoethane,NADPH:oxygen oxidoreductase (RH-hydroxylating or -epoxidizing)"
"R07113","C11088|C00051|C00080","C14874|C13645","1","2.5.1.18","1","1,2-dibromoethane:glutathione ethylenetransferase (episulfonium-forming)"
"R07114","C14871","C14872","1","","1",""
"R07115","C14871","C14873","1","","1",""
"R07116","C14870|C00051","C14871|C13645","1","2.5.1.18","1","2-bromoacetaldehyde:glutathione S-(formylmethyl)transferase"
"R07117","C14874|C00001","C14875","1","","1",""
"R07118","C14875","C14876","1","","1",""
"R07119","C14874","C14877","1","","1",""
"R07120","C14871","C14875","1","","1",""
"R07121","C14826|C00001","C14829","1","3.3.2.-","1","12(13)-EpOME hydrolase"
"R07122","C14825|C00001","C14828","1","3.3.2.-","1","9(10)-EpOME hydrolase"
"R07123","C11150","C11149","1","","1",""
"R07124","C14863|C00001","C14862|C00051","1","","1",""
"R07125","C14899|C00080","C03291|C00011","1","4.1.1.85","4","3-dehydro-L-gulonate-6-phosphate carboxy-lyase"
"R07127","C00618|C00002","C14899|C00008","1","2.7.1.53","2","ATP:3-dehydro-L-gulonate 6-phosphotransferase"
"R07128","C15037|C00007","C15038|C00205|C00011","1","1.13.12.13","0","Oplophorus-luciferin:oxygen 2-oxidoreductase (decarboxylating)"
"R07129","G10617|G00149","G10622|G00140","1","","1",""
"R07131","G02047|G10610","G06302|G10619","1","","0",""
"R07133","C01096|C00003","C00085|C00004|C00080","1","1.1.1.140","0","D-sorbitol-6-phosphate:NAD+ 2-oxidoreductase"
"R07134","C01904|C00003","C00309|C00004|C00080","1","1.1.1.250","2","D-arabinitol:NAD+ 2-oxidoreductase (D-ribulose-forming)"
"R07135","C00392|C00003","C00159|C00004|C00080","1","1.1.1.255","0","mannitol:NAD+ 1-oxidoreductase"
"R07136","C11537|C00003","C05528|C00004|C00080","1","1.1.1.37|1.1.1.337","3","(2R)-3-sulfolactate:NAD+ oxidoreductase"
"R07137","C11537|C00006","C05528|C00005|C00080","1","1.1.1.338","2","(2R)-3-sulfolactate:NADP+ oxidoreductase"
"R07138","C15484|C00006","C03681|C00005|C00080","1","1.1.1.278","0","3beta-hydroxy-5alpha-steroid:NADP+ 3-oxidoreductase"
"R07140","C14180|C00006","C01031|C00005|C00080","1","1.1.1.284","0","S-(hydroxymethyl)glutathione:NADP+ oxidoreductase"
"R07141","C15485|C00003","C15486|C00004|C00080","1","1.1.1.285","0","2'-deoxymugineic acid:NAD+ 3''-oxidoreductase"
"R07142","C15485|C00006","C15486|C00005|C00080","1","1.1.1.285","0","2'-deoxymugineic acid:NADP+ 3''-oxidoreductase"
"R07143","C01904|C00006","C00310|C00005|C00080","1","1.1.1.287","2","D-arabinitol:NADP+ oxidoreductase"
"R07144","C01904|C00006","C00309|C00005|C00080","1","1.1.1.287","2","D-arabinitol:NADP+ oxidoreductase"
"R07145","C01507|C00003","C00247|C00004|C00080","1","1.1.1.14","0","L-iditol:NAD+ 2-oxidoreductase"
"R07147","C00031|C00006","C00198|C00005|C00080","1","1.1.1.119|1.1.1.359|1.1.1.360","4","D-glucose:NADP+ 1-oxidoreductase"
"R07148","C02143|C00003","C16581|C00004|C00080","1","1.1.1.122","0","D-threo-aldose:NAD+ 1-oxidoreductase"
"R07149","C04840|C00006","C04453|C00011|C00005|C00080","1","1.1.1.170","0","3beta-hydroxy-4beta-methyl-5alpha-cholest-7-ene-4alpha-carboxylate:NADP+ 3-oxidoreductase (decarboxylating)"
"R07150","C02097|C00006|C00001","C03034|C00005|C00080","1","1.1.1.186","0","dTDP-D-galactose:NADP+ 6-oxidoreductase"
"R07151","C02982|C00007","C02117|C00027","1","1.1.3.27","0","L-2-hydroxyphytanate:oxygen 2-oxidoreductase"
"R07152","C00379|C00007","C01394|C00027","1","1.1.3.41","0","xylitol:oxygen oxidoreductase"
"R07153","C06473|C00028","C02780|C00030","1","1.1.99.4","0","2-dehydro-D-gluconate:acceptor 2-oxidoreductase"
"R07154","C00314|C00028","C06051|C00030","1","1.1.99.9","0","pyridoxine:(acceptor) 5-oxidoreductase"
"R07155","C02489|C00028","C00161|C00030","1","1.1.99.30","0","(2R)-hydroxy-carboxylate:acceptor oxidoreductase"
"R07156","C15488|C00003|C00001","C06108|C00004|C00080","1","1.2.1.69","0","fluoroacetaldehyde:NAD+ oxidoreductase"
"R07157","C00237|C00001|C00139","C00011|C00138","1","1.2.7.4|1.2.99.2","4","carbon-monoxide,water:ferredoxin oxidoreductase"
"R07158","C00071|C00001|C00139","C00060|C00138|C00080","1","1.2.7.5","0","aldehyde:ferredoxin oxidoreductase"
"R07159","C00118|C00001|C00139","C00197|C00080|C00138","1","1.2.7.6","6","D-glyceraldehyde-3-phosphate:ferredoxin oxidoreductase"
"R07160","C00141|C00010|C00139","C00630|C00011|C00138|C00080","1","1.2.7.7","1","3-methyl-2-oxobutanoate:ferredoxin oxidoreductase (decarboxylatingCoA-2-methylpropanoylating)"
"R07161","C00331|C00010|C00139","C15489|C00011|C00138","1","1.2.7.8","0","3-(indol-3-yl)pyruvate:ferredoxin oxidoreductase (decarboxylating,CoA-indole-acetylating)"
"R07162","C00040|C00006","C00658|C00005|C00080","1","1.3.1.38","1","acyl-CoA:NADP+ trans-2-oxidoreductase"
"R07163","C15492|C00028","C00473|C00030","1","1.3.99.23","1","all-trans-13,14-dihydroretinol:acceptor 13,14-oxidoreductas"
"R07164","C00049|C00001|C00003","C00036|C00014|C00004|C00080","1","1.4.1.21","0","L-aspartate:NAD+ oxidoreductase (deaminating)"
"R07165","C00049|C00001|C00006","C00036|C00014|C00005|C00080","1","1.4.1.21","0","L-aspartate:NADP+ oxidoreductase (deaminating)"
"R07166","C00405|C00001|C00028","C00161|C00014|C00030","1","1.4.99.1","0","D-amino-acid:(acceptor) oxidoreductase (deaminating)"
"R07167","C00245|C00001|C00028","C00593|C00014|C00030","1","1.4.99.2","0","taurine:(acceptor) oxidoreductase (deaminating)"
"R07168","C00440|C00003","C00143|C00004|C00080","1","1.5.1.20","5","5-methyltetrahydrofolate:NAD+ oxidoreductase"
"R07169","C11818|C00006","C00757|C00005|C00080","1","1.5.1.31","1","(R)-tetrahydroberberine:NADP+ oxidoreductase"
"R07170","C03043|C00001|C00007","C01297|C00027","1","1.5.3.6","2","(R)-6-hydroxynicotine:oxygen oxidoreductase"
"R07171","C00004|C00080|C00007","C00003|C00027","1","1.6.3.1|1.6.3.3","0","NADH:oxygen oxidoreductase"
"R07172","C00005|C00080|C00007","C00006|C00027","1","1.6.3.1","0","NADPH:oxygen oxidoreductase"
"R07174","C05361|C00028","C00697|C00030","1","1.7.99.8","1","hydrazine:acceptor oxidoreductase"
"R07175","C00010|C00006","C02015|C00005|C00080","1","1.8.1.14","0","CoA:NADP+ oxidoreductase"
"R07176","C00020|C00094|C00343","C00224|C00342","1","1.8.4.10","0","AMP,sulfite:thioredoxin-disulfide oxidoreductase(adenosine-5'-phosphosulfate-forming)"
"R07177","C00320|C15494","C02084|C15495","1","1.8.5.2","2","thiosulfate:6-decylubiquinone oxidoreductase"
"R07178","C08614|C00072","C08579|C05422|C00001","1","1.10.99.3","3","violaxanthin:ascorbate oxidoreductase"
"R07179","C08579|C00072","C06098|C05422|C00001","1","1.10.99.3","3","antheraxanthin:ascorbate oxidoreductase"
"R07180","C15498|C16736","C00069|C00001|C15496","1","1.11.1.15","0","thiol-containing-reductant:hydroperoxide oxidoreductase"
"R07181","C00282|C00006","C00005|C00080","1","1.12.1.3|1.12.1.5","0","hydrogen:NADP+ oxidoreductase"
"R07182","C00282|C00028","C00030","1","1.12.99.6","0","hydrogen:(acceptor) oxidoreductase"
"R07183","C15499|C00007","C00033|C00546","1","1.13.11.50","0","acetylacetone:oxygen oxidoreductase"
"R07184","C12308|C00026|C00007","C02034|C00042|C00011","1","1.14.11.12","0","(gibberellin-44),2-oxoglutarate:oxygen oxidoreductase"
"R07185","C15485|C00026|C00007","C15500|C00042|C00011","1","1.14.11.24","0","2'-deoxymugineic acid,2-oxoglutarate:oxygen oxidoreductase(2-hydroxylating)"
"R07186","C15500|C00026|C00007","C15501|C00042|C00011","1","1.14.11.25","0","mugineic acid,2-oxoglutarate:oxygen oxidoreductase (3-hydroxylating)"
"R07187","C15485|C00026|C00007","C15502|C00042|C00011","1","1.14.11.25","0","2'-deoxymugineic acid,2-oxoglutarate:oxygen oxidoreductase (3-hydroxylating)"
"R07188","C00180|C00004|C00080|C00007","C04634|C00003","1","1.14.12.10","0","benzoate,NADH:oxygen oxidoreductase (1,2-hydroxylating)"
"R07190","C15503","C04353|C00011|C00001","1","1.14.13.41","2",""
"R07191","C15505|C00005|C00080|C00007","C03434|C00006|C00001","1","1.14.13.50","0","tetrachlorophenol,NADPH:oxygen oxidoreductase (hydroxylating)"
"R07192","C06479|C00005|C00080|C00007","C15506|C00006|C00001","1","1.14.13.54","0","ketosteroid,NADPH:oxygen oxidoreductase (20-hydroxylating,ester-producing)"
"R07193","C06479|C00005|C00080|C00007","C15507|C00006|C00001","1","1.14.13.54","0","ketosteroid,NADPH:oxygen oxidoreductase (20-hydroxylating, side-chain cleaving/17-hydroxylating, lactonizing)"
"R07194","C11505|C00004|C00080|C00007","C15508|C00003|C00001","1","1.14.13.69","0","alkene,NADH:oxygen oxidoreductase"
"R07195","C15509|C00005|C00080|C00007","C10422|C00006|C00001","1","1.14.13.85","1","2-dimethylallyl-(6aS,11aS)-3,6a,9-trihydroxypterocarpan,NADPH:oxygen oxidoreductase (cyclizing)"
"R07196","C15509|C00005|C00080|C00007","C15511|C00006|C00001","1","1.14.13.85","1","2-dimethylallyl-(6aS,11aS)-3,6a,9-trihydroxypterocarpan,NADPH:oxygen oxidoreductase (cyclizing)"
"R07197","C15510|C00005|C00080|C00007","C01701|C00006|C00001","1","1.14.13.85","1","4-dimethylallyl-(6aS,11aS)-3,6a,9-trihydroxypterocarpan,NADPH:oxygen oxidoreductase (cyclizing)"
"R07198","C09762|C00005|C00080|C00007","C01592|C00006|C00001","1","1.14.13.87","0","liquiritigenin,NADPH:oxygen oxidoreductase (licodione-forming)"
"R07199","C06098|C00005|C00080|C00007","C08579|C00006|C00001","1","1.14.13.90","3","zeaxanthin,NADPH:oxygen oxidoreductase"
"R07200","C08579|C00005|C00080|C00007","C08614|C00006|C00001","1","1.14.13.90","3","zeaxanthin,NADPH:oxygen oxidoreductase"
"R07201","C15512|C00005|C00080|C00007","C15513|C00006|C00001","1","1.14.13.92","0","phenylacetone,NADPH:oxygen oxidoreductase"
"R07202","C06082|C00005|C00080|C00007","C15514|C00006|C00001","1","1.14.13.93","1","abscisate,NADPH:oxygen oxidoreductase (8'-hydroxylating)"
"R07203","C03990|C00005|C00080|C00007","C15515|C00006|C00001","1","1.14.13.94","0","lithocholate,NADPH:oxygen oxidoreductase (6beta-hydroxylating)"
"R07204","C05452|C00005|C00080|C00007","C05454|C00006|C00001","1","1.14.13.96","0","5beta-cholestane-3alpha,7alpha-diol,NADPH:oxygen oxidoreductase(12alpha-hydroxylating)"
"R07205","C05465|C00005|C00080|C00007","C15516|C00006|C00001","1","1.14.13.97","0","taurochenodeoxycholate,NADPH:oxygen oxidoreductase(6alpha-hydroxylating)"
"R07206","C03990|C00005|C00080|C00007","C15517|C00006|C00001","1","1.14.13.97","0","lithocholate,NADPH:oxygen oxidoreductase(6alpha-hydroxylating)"
"R07207","C00187|C00005|C00080|C00007","C13550|C00006|C00001","1","1.14.13.98","1","cholesterol,NADPH:oxygen oxidoreductase (24-hydroxylating)"
"R07208","C13550|C00005|C00080|C00007","C15518|C00006|C00001","1","1.14.13.99","1","24-Hydroxycholesterol,NADPH:oxygen oxidoreductase(7alpha-hydroxylating)"
"R07209","C15519|C00005|C00080|C00007","C15520|C00006|C00001","1","1.14.13.100","1","cholest-5-ene-3beta,25-diol,NADPH:oxygen oxidoreductase(7alpha-hydroxylating)"
"R07210","C15521|C01847|C00007","C00071|C00061|C00094|C00001","1","1.14.14.5","1","alkanesulfonate, reduced-FMN:oxygen oxidoreductase"
"R07211","C00079|C00272|C00007","C00082|C15522","1","1.14.16.1","0","L-phenylalanine,tetrahydrobiopterin:oxygen oxidoreductase(4-hydroxylating)"
"R07212","C00082|C00272|C00007","C00355|C15522","1","1.14.16.2","1","L-tyrosine,tetrahydrobiopterin:oxygen oxidoreductase(3-hydroxylating)"
"R07213","C00078|C00272|C00007","C00643|C15522","1","1.14.16.4","0","L-tryptophan,tetrahydrobiopterin:oxygen oxidoreductase(5-hydroxylating)"
"R07214","C01234|C00072|C00007","C06547|C00177|C05422|C00011|C00001","1","1.14.17.4","3","1-aminocyclopropane-1-carboxylate oxygenase (ethylene-forming)"
"R07215","C01189|C00005|C00080|C00007","C01164|C00006|C00001","1","1.14.21.6","2","5alpha-cholest-7-en-3beta-ol, NADPH:oxygen 5-oxidoreductase"
"R07216","C02593|C00005|C00080|C00007","C06736|C00006|C00001","1","1.14.99.31","0","n-tetradecanoyl-CoA,NADPH:O2 oxidoreductase [11-(E) desaturating]"
"R07217","C02593|C00005|C00080|C00007","C06737|C00006|C00001","1","1.14.99.32","0","n-tetradecanoyl-CoA,NADPH:O2 oxidoreductase [11-(Z) desaturating]"
"R07218","C00187|C00030|C00007","C15519|C00028|C00001","1","1.14.99.38","1","cholesterol,hydrogen-donor:oxygen oxidoreductase (25-hydroxylating)"
"R07219","C00235|C00006|C00001","C11811|C00005|C00080","1","1.17.1.2","2","dimethyallyl diphosphate:NADP+ oxidoreductase"
"R07220","C04483|C00016|C00001","C00695|C01352","1","1.17.98.1","0","deoxycholate:FAD oxidoreductase (7alpha-dehydroxylating)"
"R07221","C01020|C00001|C00007","C15523|C00027","1","1.17.3.3","1","6-hydroxynicotinate:O2 oxidoreductase"
"R07222","C00582|C00001|C00472","C15524|C00530","1","1.17.5.1","1","phenylacetyl-CoA:quinone oxidoreductase"
"R07223","C01468|C00028|C00001","C00633|C00030","1","1.17.99.1","0","4-cresol:acceptor oxidoreductase (methyl-hydroxylating)"
"R07224","C06561|C00007","C08576|C00001","1","1.21.3.6","0","2',4,4',6'-tetrahydroxychalcone:oxygen oxidoreductase"
"R07225","C15525|C00007","C08576|C00001","1","1.21.3.6","0","2',3,4,4',6'-pentahydroxychalcone:oxygen oxidoreductase"
"R07226","C00227|C00014|C00343|C00001","C00037|C00009|C00342","1","1.21.4.2","0","acetyl-phosphate ammonia:thioredoxin disulfide oxidoreductase(glycine-forming)"
"R07227","C00227|C00218|C00343|C00001","C00213|C00009|C00342","1","1.21.4.3","0","acetyl-phosphate methylamine:thioredoxin disulfide oxidoreductase(N-methylglycine-forming)"
"R07228","C00227|C00565|C00343|C00001","C00719|C00009|C00342","1","1.21.4.4","0","acetyl-phosphate trimethylamine:thioredoxin disulfide oxidoreductase(N,N,N-trimethylglycine-forming)"
"R07229","C05684|C00001|C00028","C05697|C00030","1","1.97.1.9","1","selenite:reduced acceptor oxidoreductase"
"R07230","C07639|C00708|C00028|C00080","C01829|C00030","1","1.97.1.11","0","acceptor:3,3',5'-triiodo-L-thyronine oxidoreductase (iodinating)"
"R07232","C00019|C20648","C00021|C04154","1","2.1.1.181","0","S-adenosyl-L-methionine:rRNA (adenine-N6-)-methyltransferase"
"R07233","C00019|C00240","C00021|C04152","1","2.1.1.187|2.1.1.188","0","S-adenosyl-L-methionine:rRNA (guanine-N1-)-methyltransferase"
"R07234","C00019|C00240","C00021|C04153","1","2.1.1.171|2.1.1.172|2.1.1.173|2.1.1.174","0","S-adenosyl-L-methionine:rRNA (guanine-N2-)-methyltransferase"
"R07235","C00019|C03226","C00021|C01967","1","2.1.1.64","1","S-adenosyl-L-methionine:2-nonaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinone 3-O-methyltransferase"
"R07236","C00019|C02483","C00021|C02477","1","2.1.1.95","3","S-adenosyl-L-methionine:gamma-tocopherol 5-O-methyltransferase"
"R07237","C00019|C01051","C00021|C15527","1","2.1.1.107","0","S-adenosyl-L-methionine:uroporphyrinogen-III C-methyltransferase"
"R07238","C00019|C15527","C00021|C02463","1","2.1.1.107","0","S-adenosyl-L-methionine:precorrin-1 C-methyltransferase"
"R07239","C00019|C15528","C00021|C15529","1","2.1.1.124","0","S-adenosyl-L-methionine:[cytochrome c]-arginine N(omega)-methyltransferase"
"R07240","C00019|C10469","C00021|C10478","1","2.1.1.146|2.1.1.279","1","S-adenosyl-L-methionine:isoeugenol O-methyltransferase"
"R07241","C00019|C05315|C00005","C00021|C15530|C00006","1","2.1.1.147","1","S-adenosyl-L-methionine:protoberberine 13-C-methyltransferase"
"R07242","C00019|C08650","C00021|C15531","1","2.1.1.154","0","S-adenosyl-L-methionine:isoliquiritigenin 2'-O-methyltransferase"
"R07243","C00019|C00213","C00021|C01026","1","2.1.1.156|2.1.1.157|2.1.1.162","0","S-adenosyl-L-methionine:sarcosine N-methyltransferase"
"R07244","C00019|C01026","C00021|C00719","1","2.1.1.157|2.1.1.161|2.1.1.162","1","S-adenosyl-L-methionine:N,N-dimethylglycine N-methyltransferase"
"R07245","C00169|C00437","C00009|C15532","1","2.1.3.9","1","carbamoyl-phosphate:N2-acetyl-L-ornithine carbamoyltransferase"
"R07247","C00188|C15488","C00084|C15533","1","2.2.1.8","0","fluoroacetaldehyde:L-threonine aldehydetransferase"
"R07248","C04218","C01083|C04465","1","2.3.1.122","0","alpha,alpha'-trehalose-6-mycolate:alpha,alpha'-trehalose-6-mycolate 6'-mycolyltransferase"
"R07249","C00024|C04466","C00010|C08721","1","2.3.1.136","0","acetyl-CoA:polysialic-acid O-acetyltransferase"
"R07250","C00083|C12092","C00010|C12093|C00011|C00001","1","2.3.1.159","2","malonyl-CoA:N-methylanthraniloyl-CoA malonyltransferase (cyclizing)"
"R07251","C00024|C00083|C00005|C00080|C00019","C15536|C00010|C00011|C00006|C00021|C00001","1","2.3.1.161","0","acyl-CoA:malonyl-CoA C-acyltransferase (decarboxylating, oxoacyl- and enoyl-reducing, thioester-hydrolysing)"
"R07252","C00024|C15538","C00010|C15537","1","2.3.1.163","0","acetyl-CoA:taxan-10beta-ol O-acetyltransferase"
"R07253","C00024|C00083|C00005|C00080","C02657|C00010|C00011|C00006|C00001","1","2.3.1.165","0","acyl-CoA:malonyl-CoA C-acyltransferase (decarboxylating, oxoacyl-reducing, thioester-hydrolysing and cyclizing)"
"R07255","C00083|C15539","C00010|C15540","1","2.3.1.171","0","malonyl-CoA:anthocyanidin-3-O-beta-D-glucoside 6''-O-malonyltransferase"
"R07256","C15541|C10906","C00454|C00089","1","2.4.1.13","0","NDP-glucose:D-fructose 2-alpha-D-glucosyltransferase"
"R07257","C00096|C17556","C00035|C15542","1","2.4.1.54","0","GDP-mannose:undecaprenyl-phosphate D-mannosyltransferase"
"R07258","C00043|C15543","C00015|C04944","1","2.4.1.143","0","UDP-N-acetyl-D-glucosamine:6-(alpha-D-mannosyl)-beta-D-mannosyl-glycoprotein 2-beta-N-acetyl-D-glucosaminyltransferase"
"R07259","C00043|C04942","C00015|C15544","1","2.4.1.144","0","UDP-N-acetyl-D-glucosamine:beta-D-mannosyl-glycoprotein 4-beta-N-acetyl-D-glucosaminyltransferase"
"R07260","C00029|C15545","C00015|C15546","1","2.4.1.215","1","UDP-glucose:cis-zeatin O-beta-D-glucosyltransferase"
"R07261","C15541|C00718","C00454|C00718","1","2.4.1.242","0","NDP-glucose:1,4-alpha-D-glucan 4-alpha-D-glucosyltransferase"
"R07262","C15547|C00001","C03657|C00010","1","3.1.2.28","3","1,4-dihydroxy-2-naphthoyl-CoA hydrolase"
"R07263","C03160","C15547|C00001","1","4.1.3.36","3","4-(2-carboxyphenyl)-4-oxobutanoyl-CoA dehydratase (cyclizing)"
"R07264","C15548|C00009","C00031|C00663","1","2.4.1.230","0","2-alpha-D-glucosyl-D-glucose:phosphate beta-D-glucosyltransferase"
"R07265","C01083|C00009","C00267|C00103","1","2.4.1.231","0","alpha,alpha-trehalose:phosphate alpha-D-glucosyltransferase"
"R07266","C00029|C15549","C00015|C15550","1","2.4.1.238","0","UDP-glucose:anthocyanin 3'-O-beta-D-glucosyltransferase"
"R07267","C04146|C00129","C00013|C04145","1","2.5.1.84|2.5.1.85","0","(E)-octaprenyl-diphosphate:isopentenyl-diphosphate octaprenyltranstransferase"
"R07268","C00002|C05774","C00536|C06508","1","2.5.1.17","1","ATP:cobinamide Cobeta-adenosyltransferase"
"R07269","C04509|C00129","C00013|C04574","1","2.5.1.-","0","di-trans,poly-cis-decaprenyl-diphosphate:isopentenyl-diphosphate undecaprenylcistransferase"
"R07270","C03427","C05413|C00013","1","2.5.1.32|2.5.1.99","1","prephytoene diphosphate:geranylgeranyl-diphosphate geranylgeranyltransferase"
"R07271","C00235|C01263","C00013|C15509","1","2.5.1.36","1","dimethylallyl-diphosphate:(6aS,11aS)-3,6a,9-trihydroxypterocarpan dimethylallyltransferase"
"R07272","C00235|C01263","C00013|C15510","1","2.5.1.36","1","dimethylallyl-diphosphate:(6aS,11aS)-3,6a,9-trihydroxypterocarpan dimethylallyltransferase"
"R07273","C04145|C00156","C00013|C03885","1","2.5.1.39","2","solanesyl-diphosphate:4-hydroxybenzoate nonaprenyltransferase"
"R07274","C01005|C00283","C00097|C00009","1","2.5.1.65","2","O-phospho-L-serine:hydrogen-sulfide 2-amino-2-carboxyethyltransferase"
"R07275","C02896|C00026","C02903|C00025","1","2.6.1.29","0","diamine:2-oxoglutarate aminotransferase"
"R07276","C00826|C00026","C00254|C00025","1","2.6.1.79","3","L-arogenate:2-oxoglutarate aminotransferase"
"R07277","C05324|C00026","C15486|C00025","1","2.6.1.80","0","nicotianamine:2-oxoglutarate aminotransferase nicotianamine transaminase"
"R07278","C00286|C02270","C12347|C11475","1","2.6.99.1","0","dGTP:depurinated-DNA purine transferase"
