"Reaction KEGG ID","Reactants","Products","Reversability","EC list","Occurences","Names"
"R10075","C20325|C00006","C20308|C00005|C00080","1","1.3.1.92","0","(11R)-dihydroartemisinic-aldehyde:NADP+ Delta11(13)-oxidoreductase"
"R10076","C09844|C00005|C00080|C00007","C20326|C00006|C00001","1","1.14.13.157","0","1,8-cineole,NADPH:oxygen oxidoreductase (2-exo-hydroxylating)"
"R10077","C11882|C00005|C00080|C00007","C20329|C00006|C00001","1","1.14.13.109","0",""
"R10078","C20329","C11887|C00001","1","1.14.13.109","0",""
"R10079","C01417|C00288|C00080","C00014|C00011","1","4.2.1.104","0","carbamate hydro-lyase|carbamate hydro-lyase|cyanate hydratase"
"R10080","C02139|C00007|C00005|C00080","C16541|C00001|C00006","1","1.14.13.122","0","chlorophyllide-a oxygenase"
"R10081","C00026|C00062|C00007","C00042|C00011|C20330","1","1.14.11.34","0","L-arginine,2-oxoglutarate:oxygen oxidoreductase (5-hydroxylating)"
"R10082","C20330","C17349|C03912|C00001","1","1.14.11.34","0",""
"R10083","C02094|C00007|C00030","C20331|C00001|C00028","1","1.14.99.36","0",""
"R10084","C20331|C00001","C20332","1","1.14.99.36","0",""
"R10085","C20332|C00028","C00376|C00030","1","1.14.99.36","0",""
"R10086","C00025|C00139|C00001","C00014|C00026|C00138|C00080","1","1.4.7.1","0","L-glutamate:ferredoxin oxidoreductase (deaminating)"
"R10088","C00117|C00118|C00014","C00018|C00001|C00009","1","4.3.3.6","0","D-ribose 5-phosphate,D-glyceraldehyde 3-phosphate pyridoxal 5'-phosphate-lyase"
"R10089","C00117|C00118|C00064","C00018|C00025|C00001|C00009","1","4.3.3.6","0","D-ribose 5-phosphate,D-glyceraldehyde 3-phosphate pyridoxal 5'-phosphate-lyase (glutamine-hydrolyzing)"
"R10090","C00158|C03955|C00002","C20333|C00020|C00013","1","6.3.2.38","2","citrate:N6-acetyl-N6-hydroxy-L-lysine ligase (AMP-forming)"
"R10091","C20333|C03955|C00002","C05554|C00020|C00013","1","6.3.2.39","2","N2-citryl-N6-acetyl-N6-hydroxy-L-lysine:N6-acetyl-N6-hydroxy-L-lysine ligase (AMP-forming)"
"R10092","C00288|C00080","C00011|C00001","1","4.2.1.1","1","carbonate hydro-lyase (carbon-dioxide-forming)"
"R10093","C00002|C20345","C00008|C00129","1","2.7.4.26","2","ATP:isopentenyl phosphate phosphotransferase"
"R10094","C20350|C00026","C20351|C00025","1","2.6.1.94","2","2'-deamino-2'-hydroxyneamine:2-oxoglutarate aminotransferase"
"R10095","C02970|C00119","C20352|C00013","1","2.4.2.45","0","trans,octacis-decaprenylphospho-beta-D-ribofuranose 5-phosphate:diphosphate phospho-alpha-D-ribosyltransferase"
"R10096","C00029|C02627","C00015|C20353","1","2.4.1.284","2","UDP-alpha-D-glucose:2-deoxystreptamine 4-O-alpha-D-glucosyltransferase"
"R10097","C04625","C04706|C01327","1","","0",""
"R10098","C20354|C00009","C00507|C00663","1","2.4.1.282","0","3-O-alpha-D-glucopyranosyl-L-rhamnopyranose:phosphate beta-D-glucosyltransferase"
"R10099","C04630|C00024","C20357|C00010","1","2.3.1.203","1","acetyl-CoA:UDP-4-amino-4,6-dideoxy-N-acetyl-alpha-D-glucosamine N-acetyltransferase|acetyl-CoA:UDP-4-amino-4,6-dideoxy-N-acetyl-alpha-D-glucosamine N-acetyltransferase|acetyl-CoA:UDP-2-acetamido-4-amino-2,4,6-trideoxyglucose 4-N-acetyltransferase"
"R10100","C00024|C20359","C00010|C19725","1","2.3.1.201","1","acetyl-CoA:UDP-2-acetamido-3-amino-2,3-dideoxy-alpha-D-glucuronate 3-N-acetyltransferase"
"R10101","C15987|C00007|C00001","C00232|C00218|C00027","1","1.5.3.21","1","4-methylaminobutanoate methylamidohydrolase|4-methylaminobutanoate methylamidohydrolase|4-methylaminobutanoate:oxygen oxidoreductase (methylamine-forming)"
"R10102","C15987|C00007|C00001","C00334|C00067|C00027","1","1.5.3.19","1","4-methylaminobutanoate:oxygen oxidoreductase (formaldehyde-forming)|4-methylaminobutanoate:oxygen oxidoreductase (formaldehyde-forming)|4-methylaminobutanoate:oxygen oxidoreductase (demethylating)"
"R10103","C20361|C00001|C00007","C19567|C00218|C00027","1","1.4.3.24","0","4-(methylamino)-1-(pyridin-3-yl)butan-1-one:oxygen oxidoreductase (methylamine releasing)"
"R10104","C02843|C00005|C00080","C00339|C00006|C00010","1","1.2.1.84","0","long-chain acyl-CoA:NADPH reductase"
"R10105","C19567|C00006|C00001","C19569|C00005|C00080","1","1.2.1.83","0","4-oxo-4-(pyridin-3-yl)butanal:NADP+ oxidoreductase"
"R10106","C00062|C00004|C00080|C00007","C00327|C00533|C00003|C00001","1","1.14.13.165","0","L-arginine,NADH:oxygen oxidoreductase (nitric-oxide-forming)"
"R10107","C00062|C00007|C00004|C00080","C05933|C00003|C00001","1","1.14.13.165","0",""
"R10108","C05933|C00004|C00080|C00007","C00327|C00533|C00003|C00001","1","1.14.13.165","0",""
"R10109","C19789|C00007","C20366|C00088","1","1.13.11.64","0","5-nitrosalicylate:oxygen 1,2-oxidoreductase (recyclizing)"
"R10110","C19789|C00007","C20367","1","1.13.11.64","0","5-nitrosalicylate:oxygen 1,2-oxidoreductase (decyclizing)"
"R10111","C20367","C20366|C00088","1","1.13.11.64","0",""
"R10112","C20368|C00016","C20369|C01352","1","1.1.98.3","0","trans,octacis-decaprenylphospho-beta-D-ribofuranose:FAD 2-oxidoreductase"
"R10113","C20370|C00003","C20369|C00004|C00080","1","1.1.1.333","0","trans,octacis-decaprenylphospho-beta-D-arabinofuranose:NAD+ 2-oxidoreductase"
"R10114","C12448|C00006","C20371|C00005|C00080","1","1.1.1.334","0","ecgonine methyl ester:NADP+ oxidoreductase"
"R10115","C19673|C01209","C20372|C00011|C00229","1","2.3.1.41|2.3.1.179","2","malonyl-[acyl-carrier protein]-methyl-ester:malonyl-[acyl-carrier protein]|C-acyltransferase"
"R10116","C20372|C00005|C00080","C20373|C00006","1","1.1.1.100","2","3-hydroxyglutaryl-[acp]-methyl-ester:NADP+ oxidoreductase"
"R10117","C20373","C20374|C00001","1","4.2.1.59","2","3-hydroxyglutaryl-[acp]-methyl-ester hydro-lyase"
"R10118","C20374|C00005|C00080","C20375|C00006","1","1.3.1.10","2","glutaryl-[acp]-methyl-ester:NADP+ oxidoreductase"
"R10119","C20375|C01209","C20376|C00011|C00229","1","2.3.1.41|2.3.1.179","2","glutaryl-[acp]-methyl-ester:malonyl-[acyl-carrier protein] C-acyltransferase (decarboxylating)"
"R10120","C20376|C00005|C00080","C20377|C00006","1","1.1.1.100","2","3-hydroxypimeloyl-[acp]-methyl-ester:NADP+ oxidoreductase"
"R10121","C20377","C20378|C00001","1","4.2.1.59","2","3-hydroxypimeloyl-[acp]-methyl-ester hydro-lyase"
"R10122","C20378|C00005|C00080","C19846|C00006","1","1.3.1.10","2","pimelyl-[acyl-carrier protein]-methyl-ester:NADP+ oxidoreductase"
"R10123","C20683|C02745|C00007","C19845|C15596|C02869|C00001","1","1.14.15.12","2","acyl-[acyl-carrier protein],reduced-flavodoxin:oxygen oxidoreductase (pimeloyl-[acyl-carrier protein] forming)"
"R10124","C19845|C00041","C01092|C00229|C00011","1","2.3.1.47","2","pimeloyl-[acyl-carrier protein]:L-alanine C-pimeloyltransferase (decarboxylating)"
"R10125","C09849|C00003","C09848|C00004|C00080","1","1.1.1.-","2",""
"R10126","C11386|C00003","C11384|C00004|C00080","1","1.1.1.-","1",""
"R10127","C20386|C00005|C00080","C00120|C00006|C00001","1","1.-.-.-","2","biotin:NADP+ S-oxidoreductase (biotin S-oxide-forming)"
"R10128","C09131|C00003","C20379|C00004|C00080","1","1.1.1.332","0","chanoclavine-I:NAD+ oxidoreductase"
"R10129","C18167|C00003","C10682|C00004|C00080","1","1.1.1.331","0","(-)-secoisolariciresinol:NAD+ oxidoreductase"
"R10130","C17580|C00006","C17581|C00005|C00080","1","1.1.1.329","2","2-deoxy-scyllo-inosamine:NADP+ 1-oxidoreductase"
"R10131","C20381|C00003","C16152|C00004|C00080","1","1.1.1.328","1","3,3'-bipyridine-2,2',5,5',6,6'-hexol:NAD+ 11-oxidoreductase"
"R10132","C20381|C00006","C16152|C00005|C00080","1","1.1.1.328","1","3,3'-bipyridine-2,2',5,5',6,6'-hexol:NADP+ 11-oxidoreductase"
"R10133","C14531|C00001","C20382|C00088","1","3.5.99.9","0","2-nitroimidazole nitrohydrolase"
"R10134","C20383|C00001","C20380|C00191","1","3.1.1.93","0","mycophenolic acid O-acyl-glucuronide-ester hydrolase"
"R10135","C20366|C00001","C02167","1","3.1.1.91","0","2-oxo-3-(5-oxofuran-2-ylidene)propanoate lactonohydrolase"
"R10136","C06672|C00101","C00230|C00440","1","2.1.1.-","2","vanillate:tetrahydrofolate N-methyltransferase"
"R10137","C00043|C02970","C00105|C20390","1","2.7.8.35","0","UDP-N-acetyl-alpha-D-glucosamine:trans,octacis-decaprenyl-phosphate N-acetylglucosaminephosphotransferase"
"R10138","G00164|G10612","G00165|G10619","1","2.4.1.225","1",""
"R10139","G00165|G10610","G13062|G10619","1","2.4.1.224","1",""
"R10140","C04573|C00003","C20395|C00004|C00080","1","1.1.1.335","1","UDP-N-acetyl-2-amino-2-deoxy-alpha-D-glucuronate:NAD+ 3-oxidoreductase"
"R10141","C20395|C00025","C20359|C00026","1","2.6.1.98","1","UDP-2-acetamido-3-amino-2,3-dideoxy-alpha-D-glucuronate:2-oxoglutarate aminotransferase"
"R10142","C00024|C04346","C00010|C20415","1","2.3.1.210","0","acetyl-CoA:dTDP-4-amino-4,6-dideoxy-alpha-D-galactose N-acetyltransferase"
"R10143","C20399|C00026|C00007","C20398|C00042|C00011|C00001","1","1.14.11.36","0","pentalenolactone-D,2-oxoglutarate:oxygen oxidoreductase"
"R10144","C20398|C00026|C00007","C20397|C00042|C00011","1","1.14.11.36","0","pentalenolactone-E,2-oxoglutarate:oxygen oxidoreductase"
"R10145","C20399|C00026|C00007","C20397|C00042|C00011|C00001","1","1.14.11.36","0","pentalenolactone-D,2-oxoglutarate:oxygen oxidoreductase"
"R10146","C00094|C00004|C00080","C00283|C00003|C00001","1","","2",""
"R10147","C00441|C00022","C20258|C00001","1","4.3.3.7","5","L-aspartate-4-semialdehyde hydro-lyase [adding pyruvate and cyclizing (2S,4S)-4-hydroxy-2,3,4,5-tetrahydrodipicolinate-forming]"
"R10149","C00320|C05819","C11481|C00283|C00828","1","","2",""
"R10150","C02084|C05359","C00320","1","","2",""
"R10151","C00320|C00001|C00125","C00059|C00126|C00080","1","","3",""
"R10152","C00283|C15602","C19692|C15603","1","1.8.5.-","1","sulfide:quinone oxidoreductase"
"R10153","C00025","C05574","1","5.4.3.9","0","L-glutamate 2,3-aminomutase"
"R10154","C20400|C00005|C00080|C00007","C20399|C00006|C00001","1","1.14.13.170","0","1-deoxy-11-oxopentalenate,NADH:oxygen oxidoreductase (pentalenolactone-D forming)"
"R10155","C20400|C00005|C00080|C00007","C20402|C00006|C00001","1","1.14.13.171","0","1-deoxy-11-oxopentalenate,NADH:oxygen oxidoreductase (neopentalenolactone-D forming)"
"R10156","C20403|C00003","C20400|C00004|C00080","1","1.1.1.340","0","1-deoxy-11beta-hydroxypentalenate:NAD+ oxidoreductase"
"R10157","C20404|C00026|C00007","C20403|C00042|C00011","1","1.14.11.35","0","1-deoxypentalenic acid,2-oxoglutarate:oxygen oxidoreductase"
"R10158","C20404|C00138|C00007","C20405|C00139|C00001","1","1.14.15.11","0","1-deoxypentalenate,reduced ferredoxin:oxygen oxidoreductase"
"R10159","C00662|C00006|C00080","C00667|C00005","1","1.18.1.2|1.18.1.6","0","adrenodoxin:NADP+ oxidoreductase"
"R10160","C20406|C00007","C10784|C00027","1","1.21.3.8","0","cannabigerolate:oxygen oxidoreductase (cyclizing, cannabidiolate-forming)"
"R10161","C00100|C00003","C00894|C00004|C00080","1","1.3.1.95","0","propanoyl-CoA:NAD+ oxidoreductase"
"R10162","C20397|C00007|C00138|C00080","C20407|C00139|C00001","1","1.14.19.8","0","pentalenolactone-reduced-ferredoxin:oxygen oxidoreductase (pentalenolactone forming)"
"R10163","C20408|C00003","C20409|C00004|C00080","1","1.5.1.44","0","festuclavine:NAD+ oxidoreductase"
"R10164","C00192|C00001|C00125","C00088|C00126|C00080","1","1.7.2.6","2","hydroxylamine:ferricytochrome-c oxidoreductase"
"R10165","C00192|C00125","C00533|C00126|C00080","1","1.7.2.6","0","hydroxylamine:ferricytochrome-c oxidoreductase"
"R10166","C04290|C00019","C20410|C00021","1","2.1.1.261","0","S-adenosyl-L-methionine:4-(3-methylbut-2-enyl)-L-tryptophan N-methyltransferase"
"R10167","C00019|C00751","C00021|C20411","1","2.1.1.262","0","S-adenosyl-L-methionine:squalene C-methyltransferase"
"R10168","C00019|C20411","C00021|C20412","1","2.1.1.262","0","S-adenosyl-L-methionine:3-methyl-1,2-didehydro-2,3-dihydrosqualene C-methyltransferase"
"R10169","C00019|C00751","C00021|C20412","1","2.1.1.262","0","S-adenosyl-L-methionine:squalene C-methyltransferase"
"R10170","C04411","C02504","1","4.2.1.33","2","(2R,3S)-3-isopropylmalate hydro-lyase (2-isopropylmaleate-forming)"
"R10171","C00083|C05270","C00010|C20413|C00011","1","2.3.1.206","0","malonyl-CoA:hexanoyl-CoA malonyltransferase (3,5,7-trioxododecanoyl-CoA-forming)"
"R10172","C01944|C01209","C05753|C00010|C00011","1","2.3.1.207","0","octanoyl-CoA:malonyl-[acyl-carrier protein] C-heptanoyltransferase (decarboxylating, CoA-forming)"
"R10173","C00083|C20394","C00010|C20414|C00011","1","2.3.1.208","0","malonyl-CoA:2-hydroxybenzoyl-CoA malonyltransferase"
"R10174","C00024|C04268","C00010|C06018","1","2.3.1.209","0","acetyl-CoA:dTDP-4-amino-4,6-dideoxy-alpha-D-glucose N-acetyltransferase"
"R10175","C03319|C20390","C00363|C20416","1","2.4.1.289","0","dTDP-6-deoxy-beta-L-mannose:N-acetyl-alpha-D-glucosaminyl-diphospho-trans,octacis-decaprenol 3-alpha-L-rhamnosyltransferase"
"R10176","C00341|C20417","C00013|C20406","1","2.5.1.102","0","geranyl-diphosphate:olivetolate geranyltransferase"
"R10177","C00353","C05421|C00013","1","2.5.1.32","0","geranylgeranyl-diphosphate:geranylgeranyl-diphosphate geranylgeranyltransferase (15-cis-phytoene forming)"
"R10178","C00334|C00022","C00232|C00041","1","2.6.1.96","3","4-aminobutanoate:pyruvate aminotransferase"
"R10179","C00334|C00048","C00232|C00037","1","2.6.1.96","0","4-aminobutanoate:glyoxylate aminotransferase"
"R10180","C00078|C00022","C00331|C00041","1","2.6.1.99","2","L-tryptophan:pyruvate aminotransferase"
"R10181","C00331|C00005|C00080|C00007","C00954|C00006|C00001|C00011","1","1.14.13.168","2","indole-3-pyruvate,NADPH:oxygen oxidoreductase (1-hydroxylating, decarboxylating)"
"R10182","C00063|C20418","C20419|C00013","1","2.7.7.82","1","CTP:N,N'-diacetyllegionaminate cytidylyltransferase"
"R10183","C00075|C18060","C00013|C00203","1","2.7.7.83","0","UTP:N-acetyl-alpha-D-galactosamine-1-phosphate uridylyltransferase"
"R10184","C20357|C20420","C00105|C20421","1","2.7.8.36","0","UDP-N,N'-diacetylbacillosamine:tritrans,heptacis-undecaprenyl-phosphate N,N'-diacetylbacillosamine transferase"
"R10185","C00002|C20396","C20422|C00147","1","2.7.8.37","1","ATP:methylphosphonate 5-triphosphoribosyltransferase"
"R10186","C20422|C00001","C20423|C00013","1","3.6.1.63","1","alpha-D-ribose-1-methylphosphonate-5-triphosphate diphosphohydrolase"
"R10187","C20357|C00001","C00015|C20424","1","3.2.1.184","1","UDP-N,N'-diacetylbacillosamine hydrolase (2-epimerising)"
"R10188","C00203|C20421","C00015|C20427","1","2.4.1.290","0","UDP-N-acetyl-alpha-D-galactosamine:N,N'-diacetyl-alpha-D-bacillosaminyl-diphospho-tritrans,heptacis-undecaprenol 3-alpha-N-acetyl-D-galactosaminyltransferase"
"R10189","C15565|C00003","C00161|C00004|C00080","1","1.1.1.337|1.1.1.375","0","(2S)-2-hydroxycarboxylate:NAD+ oxidoreductase"
"R10190","C03187|C00003","C00688|C00004|C00080","1","1.1.1.339|1.1.1.344","1","dTDP-6-deoxy-beta-L-talose:NAD+ 4-oxidoreductase"
"R10191","C06451|C00007","C20396|C00288","1","1.13.11.73","1","2-hydroxyethylphosphonate:O2 1,2-oxidoreductase (methylphosphonate forming)"
"R10192","C06098|C00007","C18195|C18196","1","1.13.11.65","0","zeaxanthin:oxygen 15,15'-oxidoreductase (bond-cleaving, cis-isomerizing)"
"R10193","C20430|C00007|C00030","C20431|C00028|C00001","1","1.14.99.47","0","(+)-larreatricin:oxygen 3'-hydroxylase"
"R10194","C20432|C00006|C00013","C03428|C00005|C00080","1","1.3.1.97","0","C30 botryococcene:NADP+ oxidoreductase"
"R10195","C00019|C20432","C00021|C20433","1","2.1.1.263","0",""
"R10196","C00019|C20433","C00021|C20435","1","2.1.1.263","0",""
"R10197","C00019|C20432","C00021|C20434","1","2.1.1.263","0",""
"R10198","C00019|C20434","C00021|C20435","1","2.1.1.263","0",""
"R10199","C00019|C20432","C00021|C20435","1","2.1.1.263","0","S-adenosyl-L-methionine:botryococcene C-methyltransferase"
"R10200","C00024|C20437","C00010|C20436","1","2.3.1.205","0","acetyl-CoA:fumigaclavine B O-acetyltransferase"
"R10201","C20436|C00235","C20438|C00013","1","2.5.1.100","0","dimethylallyl-diphosphate:fumigaclavine A dimethylallyltransferase"
"R10202","C00059","C00094|C05359","1","1.8.-.-","0",""
"R10203","C11142|C01847|C00007","C11145|C00067|C00061|C00001","1","","1",""
"R10204","C20423","C20440|C01438","1","4.7.1.1","1","alpha-D-ribose-1-methylphosphonate-5-phosphate C-P-lyase (methane forming)"
"R10205","C20440|C00001","C01151","1","3.1.4.55","1","5-phospho-alpha-D-ribose 1,2-cyclic phosphate 2-phosphohydrolase (alpha-D-ribose 1,5-bisphosphate-forming)"
"R10206","C11145|C01847|C00007","C00061|C00094|C00001|C00067","1","1.14.14.5","1","methanesulfonate,FMNH2:oxygen oxidoreductase"
"R10207","C20353|C00007","C20351|C00027","1","1.1.3.-","2","2'-Deamino-2'-hydroxyparomamine:oxygen 6'-oxidoreductase"
"R10208","C01271","C00693|C00001","1","4.2.1.59","0","(3R)-3-hydroxyacyl-[acyl-carrier protein] hydro-lyase (trans-2-enoyl-[acyl-carrier protein]-forming)"
"R10209","C01977|C16675","C20446|C00242","1","2.4.2.29","0","tRNA-guanosine34:7-aminomethyl-7-carbaguanine tRNA-D-ribosyltransferase"
"R10210","C20447|C00001","C00026|C00010","1","","1",""
"R10211","C03724|C00001","C20447","1","3.1.1.-","1",""
"R10212","C14279|C00001|C00007","C01546|C00027","1","","1",""
"R10213","C20450","C01546|C00011","1","","1",""
"R10216","C11101|C00001|C00007","C20448|C00027","1","","0",""
"R10217","C14279|C00004|C00080","C20441|C00003","1","1.1.1.-","1",""
"R10218","C11101|C00004|C00080","C20443|C00003","1","1.1.1.-","1",""
"R10219","C18802|C00024","C18799|C00010|C00237","1","2.3.1.-","0","acetyl-CoA decarbonylase / synthase (ACDS)"
"R10221","C00345|C00003","C00199|C00011|C00004|C00080","1","1.1.1.343|1.1.1.351","0","6-phospho-D-gluconate:NAD+ 2-oxidoreductase (decarboxylating)"
"R10222","C02489|C00003","C00161|C00004|C00080","1","1.1.1.345","0","(R)-2-hydroxycarboxylate:NAD+ oxidoreductase"
"R10223","C17324|C00001","C20451|C00014","1","3.5.4.33","0","tRNA(adenine34) aminohydrolase"
"R10224","C20453|C00007","C20452|C00001","1","1.13.12.20","1","norsolorinic acid anthrone:oxygen 9-oxidoreductase (norsolorinic acid-forming)"
"R10225","C10646|C00006","C05366|C00005|C00080","1","1.23.1.1","0","(+)-lariciresinol:NADP+ oxidoreductase"
"R10226","C18167|C00006","C10646|C00005|C00080","1","1.23.1.2","0","(-)-secoisolariciresinol:NADP+ oxidoreductase"
"R10227","C20454|C00006","C20455|C00005|C00080","1","1.23.1.3","0","(-)-lariciresinol:NADP+ oxidoreductase"
"R10228","C20456|C00006","C20454|C00005|C00080","1","1.23.1.4","0","(+)-secoisolariciresinol:NADPH+ oxidoreductase"
"R10229","C09023|C00006","C20457|C00005|C00080","1","1.5.1.46","0","agroclavine:NADP+ oxidoreductase"
"R10230","C00192|C00007|C00125","C00088|C00001|C00126|C00080","1","1.7.3.6","0","hydroxylamine:oxygen oxidoreductase"
"R10231","C20459|C00001","C20458|C00014","1","3.5.4.34","0","tRNA(Ala)-adenine37 aminohydrolase"
"R10232","C17325|C00001","C00868|C00014","1","3.5.4.35","0","tRNA(cytosine8) aminohydrolase"
"R10233","C00223|C00083|C00001","C00010|C17743|C00011","1","2.3.1.211","2","4-coumaroyl-CoA:malonyl-CoA 4-coumaryltransferase (bisdemethoxycurcumin-forming)"
"R10234","C00223|C00083|C00001","C00010|C12088|C00011","1","2.3.1.212","0","4-coumaroyl-CoA:malonyl-CoA 4-coumaryltransferase (4-hydroxybenzalacetone-forming)"
"R10235","C01344|C00001","C06196|C00009","1","3.6.1.64","1","deoxyinosine diphosphate phosphatase"
"R10236","C16827|C08612","C00221|C20460","1","2.3.1.213","0","1-O-(4-hydroxycinnamoyl)-beta-D-glucose:cyanidin 3-O-(6-O-beta-D-glucosyl-2-O-beta-D-xylosyl-beta-D-galactoside) 6'''-O-(4-hydroxycinnamoyl)transferase"
"R10237","C00223|C15539","C00010|C20461","1","2.3.1.215","0","4-hydroxycinnamoyl-CoA:anthocyanin-3-O-glucoside 6''-O-acyltransferase"
"R10238","C00083","C00010|C20462|C00011|C00001","1","2.3.1.216","0","malonyl-CoA:malonyl-CoA malonyltransferase (5,7-dihydroxy-2-methyl-4H-chromen-4-one-forming)"
"R10239","C00083|C05749","C00010|C20453|C00229|C00011|C00001","1","2.3.1.221","1","malonyl-CoA:hexanoate malonyltransferase (norsolorinic acid anthrone-forming)"
"R10240","C00052|C05905","C00015|C08647","1","2.4.1.294","0","UDP-alpha-D-galactose:cyanidin 3-O-galactosyltransferase"
"R10241","C20270|C00001","C09183|C00013","1","4.2.3.141","2","(13E)-8alpha-hydroxylabd-13-en-15-yl-diphosphate-lyase (sclareol forming)|(13E)-8alpha-hydroxylabd-13-en-15-yl-diphosphate-lyase (sclareol forming)|copal-8-ol-diphosphate diphosphate-lyase (sclareol-forming)"
"R10242","C00674|C00006","C00280|C00005|C00080","1","1.3.1.22","1","5alpha-androstane-3,17-dione:NADP+ delta4-oxidoreductase"
"R10243","C00101|C00024","C00440|C00010|C00237","1","2.1.1.258|2.3.1.169","3",""
"R10244","C20463|C00009","C15587|C00672","1","2.4.2.1","0","purine-deoxynucleoside:phosphate ribosyltransferase"
"R10245","C15809|C00001","C00048|C00014","1","1.4.3.19","0",""
"R10246","C00082|C00019|C00030","C15809|C01468|C05198|C00073|C00028","1","4.1.99.19","2","L-tyrosine 4-methylphenol-lyase (2-iminoacetate-forming)"
"R10247","C11437|C15809|C15814","C20246|C15810|C00001","1","2.8.1.10","2","1-deoxy-D-xylulose 5-phosphate:thiol sulfurtransferase"
"R10248","C20225|C00005|C00080","C10453|C00006|C00033","1","1.1.1.318","1","eugenol:NADP+ oxidoreductase (coniferyl ester reducing)"
"R10249","C20465|C00005|C00080","C16930|C00006|C00033","1","1.1.1.318","1","chavicol:NADP+ oxidoreductase"
"R10250","C10453|C00019","C10454|C00021","1","2.1.1.146","1","S-adenosyl-L-methionine:eugenol O-methyltransferase"
"R10251","C16930|C00019","C10452|C00021","1","2.1.1.146","1","S-adenosyl-L-methionine:chavicol O-methyltransferase"
"R10252","C20464|C00019","C10428|C00021","1","2.1.1.279","1","S-adenosyl-L-methionine:trans-anol O-methyltransferase"
"R10253","C00590|C00024","C20225|C00010","1","2.3.1.-","1",""
"R10254","C02646|C00024","C20465|C00010","1","2.3.1.-","1",""
"R10255","C18059|C00065","C00055|C20466","1","2.7.8.38","1","CDP-2,3-bis-O-(geranylgeranyl)-sn-glycerol:L-serine 2,3-bis-O-(geranylgeranyl)-sn-glycerol phosphotransferase"
"R10256","C00190|C15539","C00015|C20467","1","2.4.2.51","0","UDP-alpha-D-xylose:anthocyanidin-3-O-beta-D-glucoside 2'''-O-xylosyltransferase"
"R10257","C00190|C08647","C00015|C20468","1","2.4.2.50","0","UDP-alpha-D-xylose:cyanidin-3-O-beta-D-galactoside 2''-O-xylosyltransferase"
"R10258","C00389|C00005|C00080|C00007","C10107|C00006|C00001","1","1.14.13.88","2","quercetin,NADPH:oxygen oxidoreductase"
"R10259","C20470|C08604","C06672|C20469","1","2.4.1.300","1","1-O-vanilloyl-beta-D-glucose:cyanidin-3-O-beta-D-glucoside 7-O-beta-D-glucosyltransferase"
"R10260","C01514|C00005|C00080|C00007","C10192|C00006|C00001","1","1.14.13.88","1","luteolin,NADPH:oxygen oxidoreductase"
"R10261","C01175|C08604","C00482|C08639","1","2.4.1.299","1","1-O-sinapoyl-beta-D-glucose:cyanidin-3-O-beta-D-glucoside 5-O-beta-D-glucosyltransferase"
"R10262","C00029|C15539","C00015|C06361","1","2.4.1.298","0","UDP-alpha-D-glucose:anthocyanidin-3-O-beta-D-glucoside 5-O-glucosyltransferase"
"R10263","C00029|C15539","C00015|C20471","1","2.4.1.297","0","UDP-alpha-D-glucose:anthocyanidin-3-O-glucoside 2''-O-glucosyltransferase"
"R10264","C00029|C20472","C00015|C20473","1","2.4.1.296","0","UDP-alpha-D-glucose:anthocyanidin-3-O-[3-O-(4-coumaroyl)-alpha-L-rhamnosyl-(1->6)-beta-D-glucoside] 5-O-beta-D-glucosyltransferase"
"R10265","C00029|C20467","C00015|C20474","1","2.4.1.295","0","UDP-alpha-D-glucose:anthocyanidin-3-O-beta-D-sambubioside 5-O-glucosyltransferase"
"R10266","C00043","C04613|C00001","1","4.2.1.135","1","UDP-N-acetyl-alpha-D-glucosamine hydro-lyase"
"R10267","C00008|C04856","C00020|C00009|C00004","1","4.2.1.136","0","(6S)-6beta-hydroxy-1,4,5,6-tetrahydronicotinamide-adenine-dinucleotide hydro-lyase (ADP-hydrolysing NADH-forming)"
"R10268","C00008|C04899","C00020|C00009|C00005","1","4.2.1.136","0","(6S)-6beta-hydroxy-1,4,5,6-tetrahydronicotinamide-adenine-dinucleotide-phosphate hydro-lyase (ADP-hydrolysing NADPH-forming)"
"R10269","C20475","C20276|C00001","1","4.2.1.137","0",""
"R10270","C03366|C00001","C04076|C00014|C00009","1","4.2.3.134","2","(5R)-5-phosphonooxy-L-lysine phosphate-lyase (deaminating (S)-2-amino-6-oxohexanoate-forming)"
"R10271","C00448","C20476|C00013","1","4.2.3.135","0","(2E,6E)-farnesyl-diphosphate diphosphate-lyase (cyclizing, Delta6-protoilludene-forming)"
"R10272","C00448","C20477|C00013","1","4.2.3.136","0","(2E,6E)-farnesyl-diphosphate diphosphate-lyase (cyclizing, (-)-alpha-isocomene-forming)"
"R10273","C00448","C20478|C00013","1","4.2.3.137","1","(2E,6E)-farnesyl-diphosphate diphosphate-lyase (cyclizing, (E)-2-epi-beta-caryophyllene-forming)"
"R10274","C00448|C00001","C20479|C00013","1","4.2.3.138","0","(2E,6E)-farnesyl-diphosphate diphosphate-lyase (cyclizing, (+)-epi-alpha-bisabolol-forming)"
"R10275","C00448","C20480|C00013","1","4.2.3.139","0","(2E,6E)-farnesyl-diphosphate diphosphate-lyase (cyclizing, valerena-4,7(11)-diene-forming)"
